,ROff,ROn,VResetn,VResetp,VSetn,VSetp,alphaResetn,alphaResetp,alphaSetn,alphaSetp,kResetn,kResetp,kSetn,kSetp
0,12779,1666,-52.63988468710132,47.46769734536234,-3.214328465277594,3.2223623012226628,-0.9846805512232616,0.9107515237875112,-3.2535608272986387,9.396960585049335,-6.966912904541839,6.0297981131420055,-0.9994033206355456,0.0777272073890996
