No	Time[sec]	VOLT[V]	CURR[A]
1	0	0	-6.07542e-011
2	0	0	-1.21939e-010
3	1	0	-1.17427e-010
4	1	0	-1.0153e-010
5	1	0	-1.13505e-010
6	1	0	-1.07222e-010
7	1	0	-1.12578e-010
8	2	0	-1.08614e-010
9	2	0	-1.13716e-010
10	2	0	-1.12198e-010
11	2	0	-1.09795e-010
12	2	0	-1.11692e-010
13	3	0	-1.06295e-010
14	3	0	-1.10343e-010
15	3	0	-1.09078e-010
16	3	0	-1.15993e-010
17	3	0	-1.11102e-010
18	4	0	-1.10765e-010
19	4	0	-1.14391e-010
20	4	0	-1.13295e-010
21	4	0	-1.09289e-010
22	4	0	-1.05915e-010
23	5	0	-1.11861e-010
24	5	0	-1.26747e-010
25	5	0.05	-7.74945e-011
26	5	0.05	5.52057e-011
27	5	0.05	-1.13801e-010
28	6	0.05	-1.24343e-010
29	6	0.05	-8.92592e-011
30	6	0.05	-7.24345e-011
31	6	0.05	-8.88375e-011
32	7	0.05	-1.0503e-010
33	7	0.05	-5.88988e-011
34	7	0.05	-1.55169e-010
35	7	0.05	-1.10512e-010
36	7	0.05	-1.35012e-010
37	8	0.05	-1.69802e-010
38	8	0.05	-6.4134e-010
39	8	0.05	-2.77207e-010
40	8	0.05	-2.41658e-010
41	8	0.05	-1.78657e-010
42	9	0.05	1.62057e-010
43	9	0.05	2.55964e-010
44	9	0.05	-1.03933e-010
45	9	0.05	3.10018e-011
46	9	0.05	-8.04507e-012
47	10	0.05	-8.60545e-011
48	10	0.05	-8.09522e-011
49	10	0.05	-9.94215e-011
50	10	0.1	-3.99657e-011
51	10	0.1	-8.6181e-011
52	11	0.1	-9.9548e-011
53	11	0.1	-1.10216e-010
54	11	0.1	-1.03976e-010
55	11	0.1	-1.07518e-010
56	11	0.1	-9.88733e-011
57	12	0.1	-9.30543e-011
58	12	0.1	-9.99697e-011
59	12	0.1	-1.02542e-010
60	12	0.1	-9.65963e-011
61	13	0.1	-1.03849e-010
62	13	0.1	-1.10174e-010
63	13	0.1	-1.11777e-010
64	13	0.1	-1.11566e-010
65	13	0.1	-1.15656e-010
66	14	0.1	-7.89282e-011
67	14	0.1	-9.44458e-011
68	14	0.1	-1.08783e-010
69	14	0.1	-1.0503e-010
70	14	0.1	-9.68915e-011
71	15	0.1	-9.65963e-011
72	15	0.1	-1.23162e-010
73	15	0.1	-1.2953e-010
74	15	0.1	-1.25355e-010
75	15	0.15	-5.40074e-011
76	16	0.15	-8.3904e-011
77	16	0.15	-9.37711e-011
78	16	0.15	-8.91327e-011
79	16	0.15	-8.36932e-011
80	16	0.15	-8.20486e-011
81	17	0.15	-8.08258e-011
82	17	0.15	-1.1612e-010
83	17	0.15	-1.09542e-010
84	17	0.15	-1.11608e-010
85	17	0.15	-1.14939e-010
86	18	0.15	-1.04144e-010
87	18	0.15	-1.01235e-010
88	18	0.15	-1.01656e-010
89	18	0.15	-1.04819e-010
90	18	0.15	-5.65796e-011
91	19	0.15	-6.22722e-011
92	19	0.15	-5.42182e-011
93	19	0.15	-6.70792e-011
94	19	0.15	-9.87468e-011
95	19	0.15	-1.0406e-010
96	20	0.15	-6.43384e-011
97	20	0.15	-6.29469e-011
98	20	0.15	-6.84708e-011
99	20	0.15	-7.46272e-011
100	21	0.2	-4.66703e-011
101	21	0.2	-8.02776e-011
102	21	0.2	-9.08194e-011
103	21	0.2	-9.69336e-011
104	21	0.2	-9.42771e-011
105	22	0.2	-8.94279e-011
106	22	0.2	-7.40369e-011
107	22	0.2	-7.71993e-011
108	22	0.2	-7.33621e-011
109	22	0.2	-7.7115e-011
110	23	0.2	-7.88017e-011
111	23	0.2	-9.76083e-011
112	23	0.2	-9.37289e-011
113	23	0.2	-8.87532e-011
114	23	0.2	-9.09459e-011
115	24	0.2	-1.00012e-010
116	24	0.2	-9.47409e-011
117	24	0.2	-9.58373e-011
118	24	0.2	-9.0229e-011
119	24	0.2	-9.51205e-011
120	25	0.2	-1.03723e-010
121	25	0.2	-9.25904e-011
122	25	0.2	-9.40663e-011
123	25	0.2	-8.83315e-011
124	25	0.2	-9.25904e-011
125	26	0.25	-5.51037e-011
126	26	0.25	-9.71445e-011
127	26	0.25	-1.03174e-010
128	26	0.25	-1.01319e-010
129	26	0.25	-1.02584e-010
130	27	0.25	-1.09247e-010
131	27	0.25	-8.47051e-011
132	27	0.25	-9.75661e-011
133	27	0.25	-8.5928e-011
134	28	0.25	-1.2371e-010
135	28	0.25	-1.14981e-010
136	28	0.25	-1.34337e-010
137	28	0.25	-1.28475e-010
138	28	0.25	-1.25945e-010
139	29	0.25	-1.27716e-010
140	29	0.25	-1.34843e-010
141	29	0.25	-1.32945e-010
142	29	0.25	-1.31512e-010
143	29	0.25	-1.21011e-010
144	30	0.25	-1.23668e-010
145	30	0.25	-7.63139e-011
146	30	0.25	-7.01153e-011
147	30	0.25	-5.83506e-011
148	30	0.25	-5.63266e-011
149	31	0.25	-5.98265e-011
150	31	0.3	-4.31283e-011
151	31	0.3	-2.63457e-011
152	31	0.3	-3.72248e-011
153	31	0.3	-3.92488e-011
154	32	0.3	-4.08512e-011
155	32	0.3	-8.7699e-011
156	32	0.3	-8.75725e-011
157	32	0.3	-8.62231e-011
158	32	0.3	-9.16206e-011
159	33	0.3	-8.47051e-011
160	33	0.3	-5.114e-011
161	33	0.3	-5.56097e-011
162	33	0.3	-5.48929e-011
163	34	0.3	-5.98265e-011
164	34	0.3	-7.36573e-011
165	34	0.3	-6.56456e-011
166	34	0.3	-6.87238e-011
167	34	0.3	-6.47179e-011
168	35	0.3	-9.41084e-011
169	35	0.3	-8.82472e-011
170	35	0.3	-9.0735e-011
171	35	0.3	-1.01614e-010
172	35	0.3	-9.42771e-011
173	36	0.3	-1.00897e-010
174	36	0.3	-8.12053e-011
175	36	0.35	-6.78804e-011
176	36	0.35	-6.97357e-011
177	36	0.35	-7.59765e-011
178	37	0.35	-7.61452e-011
179	37	0.35	-8.65605e-011
180	37	0.35	-1.1224e-010
181	37	0.35	-1.10174e-010
182	37	0.35	-1.15825e-010
183	38	0.35	-1.15656e-010
184	38	0.35	-8.77834e-011
185	38	0.35	-7.75367e-011
186	38	0.35	-8.10366e-011
187	38	0.35	-8.20908e-011
188	39	0.35	-7.98559e-011
189	39	0.35	-8.15426e-011
190	39	0.35	-7.85909e-011
191	39	0.35	-7.41211e-011
192	40	0.35	-6.80069e-011
193	40	0.35	-7.69464e-011
194	40	0.35	-6.69106e-011
195	40	0.35	-1.0718e-010
196	40	0.35	-9.26747e-011
197	41	0.35	-9.20844e-011
198	41	0.35	-1.01277e-010
199	41	0.35	-9.50361e-011
200	41	0.4	-5.34592e-011
201	41	0.4	-7.83379e-011
202	42	0.4	-2.4406e-011
203	42	0.4	-2.66409e-011
204	42	0.4	-8.42413e-011
205	42	0.4	-8.83315e-011
206	42	0.4	-8.5928e-011
207	43	0.4	-8.99339e-011
208	43	0.4	-8.4663e-011
209	43	0.4	-4.67546e-011
210	43	0.4	-4.7345e-011
211	43	0.4	-4.73871e-011
212	44	0.4	-5.09713e-011
213	44	0.4	-8.38618e-011
214	44	0.4	-8.56328e-011
215	44	0.4	-7.29405e-011
216	44	0.4	-8.41569e-011
217	45	0.4	-8.17956e-011
218	45	0.4	-8.93435e-011
219	45	0.4	-7.72837e-011
220	45	0.4	-8.10366e-011
221	45	0.4	-7.51753e-011
222	46	0.4	-8.02354e-011
223	46	0.4	-1.09584e-010
224	46	0.4	-1.01446e-010
225	46	0.45	2.62369e-011
226	46	0.45	-9.03977e-011
227	47	0.45	-6.98201e-011
228	47	0.45	-5.99108e-011
229	47	0.45	-1.0659e-010
230	47	0.45	-1.15698e-010
231	47	0.45	-1.1203e-010
232	48	0.45	-1.20758e-010
233	48	0.45	-1.26156e-010
234	48	0.45	-7.57657e-011
235	48	0.45	-6.71214e-011
236	48	0.45	-6.61937e-011
237	49	0.45	-7.03261e-011
238	49	0.45	-6.476e-011
239	49	0.45	-5.37122e-011
240	49	0.45	-5.94891e-011
241	50	0.45	-5.51038e-011
242	50	0.45	-4.35499e-011
243	50	0.45	-2.49963e-011
244	50	0.45	-8.441e-011
245	50	0.45	-7.585e-011
246	51	0.45	-2.57554e-011
247	51	0.45	-2.92552e-011
248	51	0.45	-2.90444e-011
249	51	0.45	-3.48634e-011
250	51	0.5	-2.53758e-011
251	52	0.5	-2.6177e-011
252	52	0.5	-2.80324e-011
253	52	0.5	-7.47958e-011
254	52	0.5	-7.6609e-011
255	52	0.5	-7.80005e-011
256	53	0.5	-8.00667e-011
257	53	0.5	-7.59343e-011
258	53	0.5	-8.07836e-011
259	53	0.5	-5.06761e-011
260	53	0.5	-4.57426e-011
261	54	0.5	-5.45977e-011
262	54	0.5	-7.6862e-011
263	54	0.5	-7.73259e-011
264	54	0.5	-8.01511e-011
265	54	0.5	-7.42477e-011
266	55	0.5	-8.20486e-011
267	55	0.5	-7.94764e-011
268	55	0.5	-7.86331e-011
269	55	0.5	-7.39103e-011
270	56	0.5	-7.78318e-011
271	56	0.5	-7.39946e-011
272	56	0.5	-7.27718e-011
273	56	0.5	-7.63139e-011
274	56	0.5	-8.52111e-011
275	57	0.55	-3.87052e-012
276	57	0.55	-7.39525e-011
277	57	0.55	-7.36152e-011
278	57	0.55	-6.40432e-011
279	57	0.55	-7.68199e-011
280	58	0.55	-7.86752e-011
281	58	0.55	-7.43742e-011
282	58	0.55	-7.5597e-011
283	58	0.55	-8.09944e-011
284	58	0.55	-7.29826e-011
285	59	0.55	-6.57299e-011
286	59	0.55	-6.74166e-011
287	59	0.55	-8.21329e-011
288	59	0.55	-7.74524e-011
289	59	0.55	-8.5169e-011
290	60	0.55	-8.58436e-011
291	60	0.55	-1.03512e-010
292	60	0.55	-6.75852e-011
293	60	0.55	-7.4079e-011
294	60	0.55	-9.00182e-011
295	61	0.55	-9.05242e-011
296	61	0.55	-9.05664e-011
297	61	0.55	-9.13254e-011
298	61	0.55	-9.08616e-011
299	61	0.55	-6.6784e-011
300	62	0.6	-2.74842e-011
301	62	0.6	-5.16039e-011
302	62	0.6	-8.2639e-011
303	62	0.6	-8.64761e-011
304	62	0.6	-6.18927e-011
305	63	0.6	-6.05011e-011
306	63	0.6	-6.38323e-011
307	63	0.6	-5.64953e-011
308	63	0.6	-5.93626e-011
309	63	0.6	-8.87954e-011
310	64	0.6	-8.02354e-011
311	64	0.6	-7.54283e-011
312	64	0.6	-8.09101e-011
313	64	0.6	-8.21751e-011
314	64	0.6	-7.40368e-011
315	65	0.6	-5.62844e-011
316	65	0.6	-8.39461e-011
317	65	0.6	-7.62295e-011
318	65	0.6	-6.89767e-011
319	66	0.6	-5.57362e-011
320	66	0.6	-5.44712e-011
321	66	0.6	-5.19412e-011
322	66	0.6	-5.37966e-011
323	66	0.6	-6.48022e-011
324	67	0.6	-5.33327e-011
325	67	0.65	-2.75685e-011
326	67	0.65	-4.22427e-011
327	67	0.65	-4.1568e-011
328	67	0.65	-5.92783e-011
329	68	0.65	-6.33263e-011
330	68	0.65	-5.81819e-011
331	68	0.65	-6.1471e-011
332	68	0.65	-6.47178e-011
333	68	0.65	-5.69169e-011
334	69	0.65	-5.43025e-011
335	69	0.65	-5.75494e-011
336	69	0.65	-5.19833e-011
337	69	0.65	-6.85551e-011
338	69	0.65	-5.87301e-011
339	70	0.65	-5.66217e-011
340	70	0.65	-5.35435e-011
341	70	0.65	-6.58986e-011
342	70	0.65	-7.09586e-011
343	70	0.65	-6.75852e-011
344	71	0.65	-6.2989e-011
345	71	0.65	-6.48865e-011
346	71	0.65	-7.32356e-011
347	71	0.65	-6.85973e-011
348	71	0.65	-6.78383e-011
349	72	0.65	-6.476e-011
350	72	0.7	-1.79123e-011
351	72	0.7	-4.74715e-011
352	72	0.7	-5.32484e-011
353	73	0.7	-5.45134e-011
354	73	0.7	-5.74229e-011
355	73	0.7	-4.62486e-011
356	73	0.7	-6.3748e-011
357	73	0.7	-5.99951e-011
358	74	0.7	-6.21035e-011
359	74	0.7	-5.72964e-011
360	74	0.7	-6.05855e-011
361	74	0.7	-4.97906e-011
362	74	0.7	-4.97485e-011
363	75	0.7	-5.45555e-011
364	75	0.7	-5.43869e-011
365	75	0.7	-4.95798e-011
366	75	0.7	-4.96641e-011
367	75	0.7	-5.1393e-011
368	76	0.7	-5.77181e-011
369	76	0.7	-6.24408e-011
370	76	0.7	-5.92783e-011
371	76	0.7	-6.10915e-011
372	76	0.7	-6.20191e-011
373	77	0.7	-5.84349e-011
374	77	0.7	-5.35014e-011
375	77	0.75	-1.24305e-011
376	77	0.75	-4.49836e-011
377	77	0.75	-4.12729e-011
378	78	0.75	-4.9875e-011
379	78	0.75	-6.03325e-011
380	78	0.75	-4.40559e-011
381	78	0.75	-4.861e-011
382	78	0.75	-4.83148e-011
383	79	0.75	-4.47727e-011
384	79	0.75	-4.1821e-011
385	79	0.75	-4.75558e-011
386	79	0.75	-5.90674e-011
387	79	0.75	-5.38387e-011
388	80	0.75	-5.75494e-011
389	80	0.75	-6.14288e-011
390	80	0.75	-5.00436e-011
391	80	0.75	-4.75558e-011
392	81	0.75	-5.45977e-011
393	81	0.75	-6.33685e-011
394	81	0.75	-5.37965e-011
395	81	0.75	-6.02481e-011
396	81	0.75	-5.69591e-011
397	82	0.75	-4.84413e-011
398	82	0.75	-5.02123e-011
399	82	0.75	-5.05074e-011
400	82	0.8	-1.78279e-011
401	82	0.8	-3.24177e-011
402	83	0.8	-5.18568e-011
403	83	0.8	-5.15617e-011
404	83	0.8	-5.62001e-011
405	83	0.8	-5.47242e-011
406	83	0.8	-5.65374e-011
407	84	0.8	-4.25379e-011
408	84	0.8	-4.62064e-011
409	84	0.8	-4.78931e-011
410	84	0.8	-4.21162e-011
411	84	0.8	-5.57362e-011
412	85	0.8	-4.59113e-011
413	85	0.8	-4.11885e-011
414	85	0.8	-6.03325e-011
415	85	0.8	-5.66639e-011
416	85	0.8	-5.92783e-011
417	86	0.8	-5.69591e-011
418	86	0.8	-5.14773e-011
419	86	0.8	-5.70434e-011
420	86	0.8	-6.01216e-011
421	86	0.8	-5.83084e-011
422	87	0.8	-5.47664e-011
423	87	0.8	-6.15975e-011
424	87	0.8	-5.63266e-011
425	87	0.85	-1.1292e-011
426	87	0.85	-4.32547e-011
427	88	0.85	-5.0381e-011
428	88	0.85	-4.62908e-011
429	88	0.85	-4.861e-011
430	88	0.85	-4.92847e-011
431	89	0.85	-4.92847e-011
432	89	0.85	-4.69233e-011
433	89	0.85	-4.83991e-011
434	89	0.85	-4.82726e-011
435	89	0.85	-5.3417e-011
436	90	0.85	-5.47664e-011
437	90	0.85	-5.77603e-011
438	90	0.85	-5.2405e-011
439	90	0.85	-2.98456e-011
440	90	0.85	-4.66703e-011
441	91	0.85	-4.7598e-011
442	91	0.85	-5.14352e-011
443	91	0.85	-5.13087e-011
444	91	0.85	-5.67483e-011
445	91	0.85	-5.35857e-011
446	92	0.85	-5.2405e-011
447	92	0.85	-5.13087e-011
448	92	0.85	-5.25737e-011
449	92	0.85	-5.22785e-011
450	92	0.9	-8.2981e-012
451	93	0.9	-3.18696e-011
452	93	0.9	-3.30503e-011
453	93	0.9	-4.30861e-011
454	93	0.9	-3.37671e-011
455	93	0.9	-4.03452e-011
456	94	0.9	-3.60441e-011
457	94	0.9	-3.71827e-011
458	94	0.9	-3.63815e-011
459	94	0.9	-4.11464e-011
460	94	0.9	-3.4484e-011
461	95	0.9	-5.20255e-011
462	95	0.9	-4.23692e-011
463	95	0.9	-3.90802e-011
464	95	0.9	-3.79838e-011
465	95	0.9	-3.80682e-011
466	96	0.9	-4.27066e-011
467	96	0.9	-3.7773e-011
468	96	0.9	-3.79839e-011
469	96	0.9	-4.13151e-011
470	97	0.9	-3.86585e-011
471	97	0.9	-3.91645e-011
472	97	0.9	-3.84055e-011
473	97	0.9	-3.39358e-011
474	97	0.9	-3.73936e-011
475	98	0.95	4.52072e-012
476	98	0.95	-2.45325e-011
477	98	0.95	-4.62486e-011
478	98	0.95	-2.78215e-011
479	98	0.95	-4.22006e-011
480	99	0.95	-4.52788e-011
481	99	0.95	-3.11949e-011
482	99	0.95	-3.4737e-011
483	99	0.95	-3.47791e-011
484	99	0.95	-3.21648e-011
485	100	0.95	-4.52366e-011
486	100	0.95	-4.84413e-011
487	100	0.95	-4.75558e-011
488	100	0.95	-4.92003e-011
489	100	0.95	-4.1568e-011
490	101	0.95	-4.47728e-011
491	101	0.95	-3.41888e-011
492	101	0.95	-3.92489e-011
493	101	0.95	-3.66345e-011
494	101	0.95	-3.95019e-011
495	102	0.95	-4.19897e-011
496	102	0.95	-5.1899e-011
497	102	0.95	-5.59892e-011
498	102	0.95	-4.22849e-011
499	102	0.95	-4.64173e-011
500	103	1	8.73748e-012
501	103	1	-3.16587e-011
502	103	1	-1.63099e-011
503	103	1	-3.3472e-011
504	104	1	-4.48992e-011
505	104	1	-5.68326e-011
506	104	1	-5.85614e-011
507	104	1	-5.35857e-011
508	104	1	-3.33876e-011
509	105	1	-3.26286e-011
510	105	1	-2.92974e-011
511	105	1	-3.95862e-011
512	105	1	-3.33032e-011
513	105	1	-4.19476e-011
514	106	1	-4.80618e-011
515	106	1	-5.40917e-011
516	106	1	-3.2207e-011
517	106	1	-4.99171e-011
518	106	1	-3.42731e-011
519	107	1	-3.45262e-011
520	107	1	-3.89959e-011
521	107	1	-4.95377e-011
522	107	1	-4.52788e-011
523	107	1	-4.11043e-011
524	108	1	-3.60442e-011
525	108	1.05	8.9061e-012
526	108	1.05	-2.10748e-011
527	108	1.05	-3.50322e-011
528	108	1.05	-1.3063e-011
529	109	1.05	-1.68581e-011
530	109	1.05	-1.17559e-011
531	109	1.05	-2.57554e-011
532	109	1.05	-1.82074e-011
533	109	1.05	-1.47075e-011
534	110	1.05	-1.76171e-011
535	110	1.05	-5.68385e-012
536	110	1.05	1.82201e-012
537	110	1.05	5.28444e-011
538	110	1.05	4.57181e-011
539	111	1.05	7.51507e-011
540	111	1.05	1.19258e-010
541	111	1.05	5.93802e-011
542	111	1.05	1.58215e-011
543	112	1.05	2.83452e-011
544	112	1.05	4.28929e-011
545	112	1.05	5.17058e-011
546	112	1.05	1.31149e-010
547	112	1.05	1.13017e-010
548	113	1.05	1.03825e-010
549	113	1.05	1.32582e-010
550	113	1.1	2.48922e-010
551	113	1.1	1.61762e-010
552	113	1.1	1.06144e-010
553	114	1.1	1.15969e-010
554	114	1.1	4.98926e-011
555	114	1.1	2.94837e-011
556	114	1.1	4.29772e-011
557	114	1.1	2.9568e-011
558	115	1.1	2.21466e-011
559	115	1.1	2.06708e-011
560	115	1.1	1.14783e-011
561	115	1.1	-3.33275e-014
562	115	1.1	5.11106e-012
563	116	1.1	-9.18365e-012
564	116	1.1	-1.92194e-011
565	116	1.1	3.80389e-012
566	116	1.1	6.75561e-012
567	116	1.1	-1.17186e-012
568	117	1.1	2.45454e-012
569	117	1.1	-8.29815e-012
570	117	1.1	-2.58819e-011
571	117	1.1	-2.27193e-011
572	117	1.1	-2.22555e-011
573	118	1.1	-2.01893e-011
574	118	1.1	-1.90508e-011
575	118	1.15	3.95195e-011
576	118	1.15	-1.44124e-011
577	118	1.15	-9.22573e-012
578	119	1.15	-2.27193e-011
579	119	1.15	-1.14606e-011
580	119	1.15	-1.54665e-011
581	119	1.15	-2.10326e-011
582	120	1.15	-1.67316e-011
583	120	1.15	-3.64658e-011
584	120	1.15	-4.33391e-011
585	120	1.15	-3.79838e-011
586	120	1.15	-2.22976e-011
587	121	1.15	-1.6099e-011
588	121	1.15	-2.11169e-011
589	121	1.15	-1.62255e-011
590	121	1.15	-4.44776e-011
591	121	1.15	-1.86291e-011
592	122	1.15	-2.21711e-011
593	122	1.15	-2.00206e-011
594	122	1.15	-2.23398e-011
595	122	1.15	-5.72121e-011
596	122	1.15	-4.05561e-011
597	123	1.15	-5.35857e-011
598	123	1.15	-5.95313e-011
599	123	1.15	-5.80132e-011
600	123	1.2	2.08817e-011
601	123	1.2	-3.78621e-012
602	124	1.2	-5.30797e-011
603	124	1.2	-3.8785e-011
604	124	1.2	-3.6761e-011
605	124	1.2	-3.58755e-011
606	124	1.2	-3.01829e-011
607	125	1.2	2.69115e-011
608	125	1.2	2.30322e-011
609	125	1.2	2.52249e-011
610	125	1.2	2.1725e-011
611	125	1.2	2.51827e-011
612	126	1.2	2.24418e-011
613	126	1.2	2.38755e-011
614	126	1.2	7.93637e-012
615	126	1.2	-3.16166e-011
616	127	1.2	1.81408e-011
617	127	1.2	1.01291e-011
618	127	1.2	1.67071e-011
619	127	1.2	1.33338e-011
620	127	1.2	5.61719e-012
621	128	1.2	-2.15808e-011
622	128	1.2	-2.58818e-011
623	128	1.2	-2.83697e-011
624	128	1.2	-3.28027e-012
625	128	1.25	2.83874e-011
626	129	1.25	-4.07669e-011
627	129	1.25	-9.43664e-012
628	129	1.25	1.9485e-012
629	129	1.25	-8.46682e-012
630	129	1.25	-1.0027e-011
631	130	1.25	-1.16293e-011
632	130	1.25	8.69527e-012
633	130	1.25	-2.09905e-011
634	130	1.25	-3.04781e-011
635	130	1.25	-3.41466e-011
636	131	1.25	-3.95018e-011
637	131	1.25	-4.13994e-011
638	131	1.25	-8.29808e-012
639	131	1.25	-7.62344e-012
640	131	1.25	-9.73181e-012
641	132	1.25	-5.47664e-011
642	132	1.25	-5.68748e-011
643	132	1.25	-6.39167e-011
644	132	1.25	-5.88144e-011
645	132	1.25	-7.96085e-012
646	133	1.25	-4.37655e-012
647	133	1.25	4.30496e-013
648	133	1.25	2.3702e-012
649	133	1.25	-5.78867e-011
650	133	1.3	5.49528e-011
651	134	1.3	-3.13214e-011
652	134	1.3	-2.34783e-011
653	134	1.3	-1.08281e-011
654	134	1.3	5.91273e-011
655	135	1.3	5.84105e-011
656	135	1.3	4.68988e-011
657	135	1.3	5.36877e-011
658	135	1.3	5.03144e-011
659	135	1.3	3.6357e-011
660	136	1.3	2.90199e-011
661	136	1.3	3.87183e-011
662	136	1.3	2.21044e-011
663	136	1.3	1.87311e-011
664	136	1.3	-3.28816e-011
665	137	1.3	-1.56352e-011
666	137	1.3	-1.89242e-011
667	137	1.3	-2.82854e-011
668	137	1.3	-2.19603e-011
669	137	1.3	6.16523e-012
670	138	1.3	-1.07017e-011
671	138	1.3	-1.72376e-011
672	138	1.3	-2.41952e-011
673	138	1.3	-2.35627e-011
674	138	1.3	-1.87556e-011
675	139	1.35	-5.55729e-012
676	139	1.35	-1.04536e-012
677	139	1.35	-2.77427e-012
678	139	1.35	9.36452e-013
679	139	1.35	-3.50743e-011
680	140	1.35	-3.76466e-011
681	140	1.35	-3.73092e-011
682	140	1.35	-4.97485e-011
683	140	1.35	-5.18148e-011
684	141	1.35	-2.02061e-013
685	141	1.35	-1.57617e-011
686	141	1.35	-8.76653e-013
687	141	1.35	-5.0091e-012
688	141	1.35	-4.33443e-012
689	142	1.35	-5.20677e-011
690	142	1.35	-5.54411e-011
691	142	1.35	-5.04232e-011
692	142	1.35	4.81638e-011
693	142	1.35	3.31101e-011
694	143	1.35	4.93867e-011
695	143	1.35	7.15665e-011
696	143	1.35	6.95847e-011
697	143	1.35	7.13137e-011
698	143	1.35	-1.32317e-011
699	144	1.35	-1.23883e-011
700	144	1.4	1.43035e-011
701	144	1.4	1.35445e-011
702	144	1.4	-3.11153e-012
703	144	1.4	4.32302e-011
704	145	1.4	3.82124e-011
705	145	1.4	4.34412e-011
706	145	1.4	3.18451e-011
707	145	1.4	3.92243e-011
708	145	1.4	1.37132e-011
709	146	1.4	7.25697e-013
710	146	1.4	-1.50448e-011
711	146	1.4	-1.10812e-011
712	146	1.4	-1.86712e-011
713	147	1.4	-6.4006e-012
714	147	1.4	-4.79819e-012
715	147	1.4	-1.04065e-011
716	147	1.4	-6.18975e-012
717	147	1.4	2.11715e-012
718	148	1.4	-4.05139e-011
719	148	1.4	-3.54539e-011
720	148	1.4	-5.2405e-011
721	148	1.4	-4.73872e-011
722	148	1.4	-5.01702e-011
723	149	1.4	-1.973e-012
724	149	1.4	-1.97303e-012
725	149	1.45	3.20981e-011
726	149	1.45	1.51468e-011
727	149	1.45	1.6201e-011
728	150	1.45	-3.80682e-011
729	150	1.45	-3.4737e-011
730	150	1.45	-3.05624e-011
731	150	1.45	4.07845e-011
732	150	1.45	4.73627e-011
733	151	1.45	4.93867e-011
734	151	1.45	5.29287e-011
735	151	1.45	3.27728e-011
736	151	1.45	4.57602e-011
737	151	1.45	5.03987e-011
738	152	1.45	3.6104e-011
739	152	1.45	2.93572e-011
740	152	1.45	2.46345e-011
741	152	1.45	2.77971e-011
742	153	1.45	-1.74906e-011
743	153	1.45	-1.08282e-011
744	153	1.45	-2.15808e-011
745	153	1.45	-1.69845e-011
746	153	1.45	-1.4834e-011
747	154	1.45	1.05507e-011
748	154	1.45	1.23217e-011
749	154	1.45	1.1647e-011
750	154	1.5	3.65678e-011
751	154	1.5	8.02065e-012
752	155	1.5	5.78569e-012
753	155	1.5	-1.25617e-012
754	155	1.5	2.7497e-012
755	155	1.5	-4.54956e-013
756	155	1.5	-2.7742e-012
757	156	1.5	-1.50922e-012
758	156	1.5	-1.04486e-011
759	156	1.5	-7.49697e-012
760	156	1.5	-7.7921e-012
761	156	1.5	-2.17495e-011
762	157	1.5	-1.9599e-011
763	157	1.5	-2.47012e-011
764	157	1.5	-2.31034e-012
765	157	1.5	-1.05752e-011
766	157	1.5	-3.06941e-012
767	158	1.5	-2.01515e-012
768	158	1.5	-1.63568e-012
769	158	1.5	-6.02107e-012
770	158	1.5	-2.26817e-012
771	159	1.5	-5.1777e-012
772	159	1.5	-1.37798e-011
773	159	1.5	-2.22133e-011
774	159	1.5	-1.25992e-011
775	159	1.55	6.24585e-011
776	160	1.55	7.25718e-013
777	160	1.55	1.65384e-011
778	160	1.55	4.09904e-012
779	160	1.55	1.40039e-012
780	160	1.55	-1.12972e-012
781	161	1.55	-1.1292e-011
782	161	1.55	-3.95491e-012
783	161	1.55	-4.71392e-012
784	161	1.55	-2.81637e-012
785	161	1.55	-1.97297e-012
786	162	1.55	5.87008e-012
787	162	1.55	1.52312e-011
788	162	1.55	1.76769e-011
789	162	1.55	1.14783e-011
790	162	1.55	2.66531e-012
791	163	1.55	7.13507e-012
792	163	1.55	4.47854e-012
793	163	1.55	6.41348e-013
794	163	1.55	-4.25011e-012
795	163	1.55	5.11106e-012
796	164	1.55	2.83407e-012
797	164	1.55	1.10988e-011
798	164	1.55	1.61588e-011
799	164	1.55	1.95744e-011
800	164	1.6	6.0308e-011
801	165	1.6	5.35191e-011
802	165	1.6	4.61819e-011
803	165	1.6	4.48326e-011
804	165	1.6	3.80859e-011
805	165	1.6	4.49591e-011
806	166	1.6	4.30194e-011
807	166	1.6	3.28572e-011
808	166	1.6	3.53028e-011
809	166	1.6	4.08266e-011
810	167	1.6	3.45016e-011
811	167	1.6	4.03207e-011
812	167	1.6	3.65678e-011
813	167	1.6	3.92666e-011
814	167	1.6	2.71645e-011
815	168	1.6	2.78814e-011
816	168	1.6	2.02913e-011
817	168	1.6	1.4936e-011
818	168	1.6	2.37912e-011
819	168	1.6	2.48876e-011
820	169	1.6	2.31587e-011
821	169	1.6	2.67429e-011
822	169	1.6	4.16701e-011
823	169	1.6	2.79235e-011
824	169	1.6	2.76284e-011
825	170	1.65	7.26208e-011
826	170	1.65	7.11872e-011
827	170	1.65	6.2585e-011
828	170	1.65	6.10248e-011
829	170	1.65	8.16024e-011
830	171	1.65	1.00072e-010
831	171	1.65	8.65781e-011
832	171	1.65	8.32891e-011
833	171	1.65	8.83914e-011
834	171	1.65	9.61922e-011
835	172	1.65	1.07409e-010
836	172	1.65	1.02518e-010
837	172	1.65	9.69935e-011
838	172	1.65	9.89753e-011
