No	Time[sec]	VOLT[V]	CURR[A]
104	22	0.1	4.54255e-005
105	22	0.1	4.45675e-005
106	22	0.1	4.33986e-005
107	23	0.1	4.12069e-005
108	23	0.1	3.88263e-005
109	23	0.1	3.12634e-005
110	23	0.1	2.89829e-005
111	23	0.1	2.89893e-005
112	24	0.1	2.89468e-005
113	24	0.1	2.89006e-005
114	24	0.1	2.88523e-005
115	24	0.1	2.87467e-005
116	24	0.1	2.87161e-005
117	25	0.1	2.8688e-005
118	25	0.1	2.86443e-005
119	25	0.1	2.85781e-005
120	25	0.1	2.86414e-005
121	25	0.1	2.86349e-005
122	26	0.1	2.86382e-005
123	26	0.1	2.86434e-005
124	26	0.1	2.86906e-005
125	26	0.1	2.9082e-005
126	26	0.1	3.5349e-005
127	27	0.1	4.89146e-005
128	27	0.1	5.05519e-005
129	27	0.1	5.11161e-005
130	27	0.1	5.15703e-005
131	28	0.1	5.18799e-005
132	28	0.1	5.19634e-005
133	28	0.1	5.1975e-005
134	28	0.1	5.21185e-005
135	28	0.1	5.21579e-005
136	29	0.1	5.22622e-005
137	29	0.1	5.24158e-005
138	29	0.1	5.24959e-005
139	29	0.1	5.25667e-005
140	29	0.1	5.24852e-005
141	30	0.1	5.25137e-005
142	30	0.1	5.24561e-005
143	30	0.1	5.25034e-005
144	30	0.1	5.25014e-005
145	30	0.1	5.24737e-005
146	31	0.1	5.24452e-005
147	31	0.1	5.25616e-005
148	31	0.1	5.26092e-005
149	31	0.1	5.26586e-005
150	31	0.15	7.65127e-005
151	32	0.15	7.62584e-005
152	32	0.15	7.59503e-005
153	32	0.15	7.47589e-005
154	32	0.15	7.1566e-005
155	32	0.15	7.18639e-005
156	33	0.15	7.54144e-005
157	33	0.15	7.61779e-005
158	33	0.15	7.66266e-005
159	33	0.15	7.68918e-005
160	34	0.15	7.71027e-005
161	34	0.15	7.71427e-005
162	34	0.15	7.72331e-005
163	34	0.15	7.72606e-005
164	34	0.15	7.72027e-005
165	35	0.15	7.71956e-005
166	35	0.15	7.70282e-005
167	35	0.15	7.68487e-005
168	35	0.15	7.6622e-005
169	35	0.15	7.66641e-005
170	36	0.15	7.65636e-005
171	36	0.15	7.63218e-005
172	36	0.15	7.59867e-005
173	36	0.15	7.51219e-005
174	36	0.15	7.22154e-005
175	37	0.15	7.32363e-005
176	37	0.15	7.4386e-005
177	37	0.15	7.52842e-005
178	37	0.15	7.57106e-005
179	37	0.15	7.57062e-005
180	38	0.15	7.55561e-005
181	38	0.15	7.55411e-005
182	38	0.15	7.53803e-005
183	38	0.15	7.52553e-005
184	38	0.15	7.51431e-005
185	39	0.15	7.52036e-005
186	39	0.15	7.48609e-005
187	39	0.15	7.31947e-005
188	39	0.15	7.26933e-005
189	39	0.15	7.33054e-005
190	40	0.15	7.38052e-005
191	40	0.15	7.57832e-005
192	40	0.15	7.57647e-005
193	40	0.15	7.55785e-005
194	41	0.15	7.5292e-005
195	41	0.15	7.50019e-005
196	41	0.15	7.45232e-005
197	41	0.15	7.41631e-005
198	41	0.15	7.40082e-005
199	42	0.15	7.38751e-005
200	42	0.2	9.64592e-005
201	42	0.2	9.61273e-005
202	42	0.2	9.60452e-005
203	42	0.2	9.57307e-005
204	43	0.2	9.53553e-005
205	43	0.2	9.47863e-005
206	43	0.2	9.39074e-005
207	43	0.2	9.25385e-005
208	43	0.2	9.10109e-005
209	44	0.2	8.78901e-005
210	44	0.2	8.42215e-005
211	44	0.2	8.06021e-005
212	44	0.2	7.62063e-005
213	44	0.2	6.96754e-005
214	45	0.2	6.04187e-005
215	45	0.2	2.79102e-005
216	45	0.2	2.7295e-005
217	45	0.2	2.71246e-005
218	46	0.2	2.66745e-005
219	46	0.2	2.36713e-005
220	46	0.2	2.98942e-005
221	46	0.2	3.75491e-005
222	46	0.2	4.05921e-005
223	47	0.2	4.16141e-005
224	47	0.2	4.99165e-005
225	47	0.2	5.13303e-005
226	47	0.2	4.97502e-005
227	47	0.2	5.4169e-005
228	48	0.2	5.56268e-005
229	48	0.2	5.7525e-005
230	48	0.2	5.77828e-005
231	48	0.2	5.84375e-005
232	48	0.2	5.94458e-005
233	49	0.2	5.90984e-005
234	49	0.2	5.89166e-005
235	49	0.2	6.01789e-005
236	49	0.2	7.05406e-005
237	49	0.2	7.08564e-005
238	50	0.2	7.10896e-005
239	50	0.2	7.15802e-005
240	50	0.2	7.12537e-005
241	50	0.2	7.24311e-005
242	51	0.2	7.23975e-005
243	51	0.2	7.20965e-005
244	51	0.2	7.22285e-005
245	51	0.2	7.26513e-005
246	51	0.2	7.29022e-005
247	52	0.2	7.4085e-005
248	52	0.2	7.41458e-005
249	52	0.2	7.38553e-005
250	52	0.25	9.02721e-005
251	52	0.25	9.17306e-005
252	53	0.25	9.17008e-005
253	53	0.25	9.2706e-005
254	53	0.25	9.29899e-005
255	53	0.25	9.36701e-005
256	53	0.25	9.47263e-005
257	54	0.25	9.56868e-005
258	54	0.25	9.62089e-005
259	54	0.25	9.55304e-005
260	54	0.25	9.7978e-005
261	54	0.25	9.71217e-005
262	55	0.25	9.68879e-005
263	55	0.25	9.58253e-005
264	55	0.25	9.57931e-005
265	55	0.25	9.54895e-005
266	55	0.25	9.38301e-005
267	56	0.25	9.27649e-005
268	56	0.25	9.15378e-005
269	56	0.25	9.15127e-005
270	56	0.25	9.1452e-005
271	56	0.25	9.25786e-005
272	57	0.25	9.27762e-005
273	57	0.25	9.27299e-005
274	57	0.25	9.40446e-005
275	57	0.25	9.50343e-005
276	58	0.25	9.48545e-005
277	58	0.25	9.49686e-005
278	58	0.25	9.50663e-005
279	58	0.25	9.46332e-005
280	58	0.25	9.51164e-005
281	59	0.25	9.55423e-005
282	59	0.25	9.60654e-005
283	59	0.25	9.66345e-005
284	59	0.25	9.75838e-005
285	59	0.25	9.77198e-005
286	60	0.25	9.76447e-005
287	60	0.25	9.7343e-005
288	60	0.25	9.79145e-005
289	60	0.25	9.76346e-005
290	60	0.25	9.73818e-005
291	61	0.25	9.76808e-005
292	61	0.25	9.75874e-005
293	61	0.25	9.76769e-005
294	61	0.25	9.78534e-005
295	61	0.25	9.75497e-005
296	62	0.25	9.76864e-005
297	62	0.25	9.83805e-005
298	62	0.25	9.99905e-005
299	62	0.25	0.000100137
300	63	0.3	0.000119298
301	63	0.3	0.000119534
302	63	0.3	0.000119882
303	63	0.3	0.000119533
304	63	0.3	0.000120462
305	63	0.3	0.000120627
306	64	0.3	0.000120518
307	64	0.3	0.000120819
308	64	0.3	0.00012087
309	64	0.3	0.000120381
310	64	0.3	0.00012111
311	65	0.3	0.000121595
312	65	0.3	0.000121698
313	65	0.3	0.000121671
314	65	0.3	0.000121552
315	65	0.3	0.000121486
316	66	0.3	0.000121982
317	66	0.3	0.000122058
318	66	0.3	0.000122192
319	66	0.3	0.000121743
320	67	0.3	0.000121867
321	67	0.3	0.000122771
322	67	0.3	0.000123129
323	67	0.3	0.000122924
324	67	0.3	0.00012322
325	68	0.3	0.000123382
326	68	0.3	0.000123193
327	68	0.3	0.000123429
328	68	0.3	0.000123676
329	68	0.3	0.000123919
330	69	0.3	0.000123875
331	69	0.3	0.000123671
332	69	0.3	0.000124091
333	69	0.3	0.000124751
334	69	0.3	0.000124513
335	70	0.3	0.000124544
336	70	0.3	0.000124604
337	70	0.3	0.000124785
338	70	0.3	0.000125422
339	70	0.3	0.000125577
340	71	0.3	0.00012519
341	71	0.3	0.000125431
342	71	0.3	0.000125676
343	71	0.3	0.000125787
344	71	0.3	0.000125745
345	72	0.3	0.000126009
346	72	0.3	0.000125893
347	72	0.3	0.000126666
348	72	0.3	0.000126839
349	72	0.3	0.000126936
350	73	0.35	0.000148658
351	73	0.35	0.000148513
352	73	0.35	0.000148791
353	73	0.35	0.000148709
354	74	0.35	0.000148811
355	74	0.35	0.000148629
356	74	0.35	0.000148812
357	74	0.35	0.000149424
358	74	0.35	0.000150348
359	75	0.35	0.000151992
360	75	0.35	0.000153029
361	75	0.35	0.000155942
362	75	0.35	0.000157177
363	75	0.35	0.000157761
364	76	0.35	0.000158006
365	76	0.35	0.000159362
366	76	0.35	0.000157448
367	76	0.35	0.000157059
368	76	0.35	0.000156543
369	77	0.35	0.000155871
370	77	0.35	0.000154479
371	77	0.35	0.000149331
372	77	0.35	0.000149145
373	77	0.35	0.00014944
374	78	0.35	0.000149348
375	78	0.35	0.000149504
376	78	0.35	0.000149776
377	78	0.35	0.000149719
378	78	0.35	0.000149984
379	79	0.35	0.000149816
380	79	0.35	0.000149828
381	79	0.35	0.000150042
382	79	0.35	0.000150136
383	79	0.35	0.000150439
384	80	0.35	0.000150359
385	80	0.35	0.000150448
386	80	0.35	0.000150937
387	80	0.35	0.000150976
388	81	0.35	0.00015112
389	81	0.35	0.000151136
390	81	0.35	0.00015131
391	81	0.35	0.000151269
392	81	0.35	0.000151448
393	82	0.35	0.0001513
394	82	0.35	0.000151358
395	82	0.35	0.000151357
396	82	0.35	0.000151261
397	82	0.35	0.000151029
398	83	0.35	0.000150983
399	83	0.35	0.000151012
400	83	0.4	0.000171599
401	83	0.4	0.000171745
402	83	0.4	0.0001716
403	84	0.4	0.000171541
404	84	0.4	0.000171613
405	84	0.4	0.000171613
406	84	0.4	0.000171714
407	84	0.4	0.000171846
408	85	0.4	0.000172131
409	85	0.4	0.00017439
410	85	0.4	0.000175375
411	85	0.4	0.000175571
412	85	0.4	0.000175741
413	86	0.4	0.000175772
414	86	0.4	0.000176435
415	86	0.4	0.000176476
416	86	0.4	0.000176443
417	87	0.4	0.000176449
418	87	0.4	0.000176612
419	87	0.4	0.000176664
420	87	0.4	0.000176708
421	87	0.4	0.000176642
422	88	0.4	0.000176924
423	88	0.4	0.000176905
424	88	0.4	0.000176882
425	88	0.4	0.000177003
426	88	0.4	0.000177043
427	89	0.4	0.000176928
428	89	0.4	0.000176997
429	89	0.4	0.00017701
430	89	0.4	0.000176988
431	89	0.4	0.000176939
432	90	0.4	0.000177008
433	90	0.4	0.000177012
434	90	0.4	0.000176877
435	90	0.4	0.000176896
436	90	0.4	0.00017683
437	91	0.4	0.000176753
438	91	0.4	0.000176726
439	91	0.4	0.000176691
440	91	0.4	0.000176744
441	91	0.4	0.000176756
442	92	0.4	0.000176777
443	92	0.4	0.0001768
444	92	0.4	0.000176885
445	92	0.4	0.00017734
446	93	0.4	0.000177318
447	93	0.4	0.00017735
448	93	0.4	0.00017733
449	93	0.4	0.000177318
450	93	0.45	0.000198681
451	94	0.45	0.000198621
452	94	0.45	0.000198506
453	94	0.45	0.000198374
454	94	0.45	0.000198336
455	94	0.45	0.000198289
456	95	0.45	0.000198028
457	95	0.45	0.000197956
458	95	0.45	0.000197782
459	95	0.45	0.000197513
460	95	0.45	0.000197133
461	96	0.45	0.000196986
462	96	0.45	0.000196673
463	96	0.45	0.000197025
464	96	0.45	0.000197004
465	96	0.45	0.000197051
466	97	0.45	0.000196874
467	97	0.45	0.000196773
468	97	0.45	0.000196345
469	97	0.45	0.000196193
470	97	0.45	0.000196084
471	98	0.45	0.000195987
472	98	0.45	0.000195857
473	98	0.45	0.00019549
474	98	0.45	0.00019514
475	98	0.45	0.000194181
476	99	0.45	0.000194288
477	99	0.45	0.000194126
478	99	0.45	0.000194141
479	99	0.45	0.000193864
480	99	0.45	0.000193827
481	100	0.45	0.000193468
482	100	0.45	0.000193287
483	100	0.45	0.000193118
484	100	0.45	0.000192801
485	100	0.45	0.000192304
486	101	0.45	0.000192162
487	101	0.45	0.000192006
488	101	0.45	0.000191864
489	101	0.45	0.000191592
490	101	0.45	0.000191524
491	102	0.45	0.000191379
492	102	0.45	0.000191397
493	102	0.45	0.000191334
494	102	0.45	0.000191225
495	102	0.45	0.00019134
496	103	0.45	0.000191191
497	103	0.45	0.000191139
498	103	0.45	0.000191273
499	103	0.45	0.000191055
500	103	0.5	0.00021165
501	104	0.5	0.000211577
502	104	0.5	0.000211378
503	104	0.5	0.000210975
504	104	0.5	0.000210916
505	105	0.5	0.000210838
506	105	0.5	0.000210453
507	105	0.5	0.000210611
508	105	0.5	0.000210245
509	105	0.5	0.000209745
510	106	0.5	0.000209487
511	106	0.5	0.00020993
512	106	0.5	0.000210468
513	106	0.5	0.000209617
514	106	0.5	0.000209418
515	107	0.5	0.00020853
516	107	0.5	0.000207665
517	107	0.5	0.000206418
518	107	0.5	0.000205961
519	107	0.5	0.000204929
520	108	0.5	0.000204022
521	108	0.5	0.000201358
522	108	0.5	0.000198998
523	108	0.5	0.000196074
524	108	0.5	0.000194091
525	109	0.5	0.000190035
526	109	0.5	0.000183228
527	109	0.5	0.00017841
528	109	0.5	0.000161143
529	109	0.5	0.000144097
530	110	0.5	0.000108101
531	110	0.5	1.2208e-005
532	110	0.5	1.31427e-005
533	110	0.5	1.34001e-005
534	110	0.5	1.86035e-005
535	111	0.5	1.83275e-005
536	111	0.5	1.84581e-005
537	111	0.5	1.88807e-005
538	111	0.5	1.85436e-005
539	111	0.5	2.07441e-005
540	112	0.5	2.05475e-005
541	112	0.5	2.03638e-005
542	112	0.5	2.00148e-005
543	112	0.5	1.9951e-005
544	113	0.5	2.01091e-005
545	113	0.5	2.03464e-005
546	113	0.5	2.01781e-005
547	113	0.5	1.99317e-005
548	113	0.5	2.01533e-005
549	114	0.5	2.05561e-005
550	114	0.55	2.27437e-005
551	114	0.55	2.29264e-005
552	114	0.55	2.29537e-005
553	114	0.55	2.25343e-005
554	115	0.55	2.29376e-005
555	115	0.55	2.26007e-005
556	115	0.55	2.5956e-005
557	115	0.55	0.00021918
558	115	0.55	0.000222605
559	116	0.55	0.000224692
560	116	0.55	0.000225473
561	116	0.55	0.000226177
562	116	0.55	0.000229917
563	116	0.55	0.000232707
564	117	0.55	0.00023591
565	117	0.55	0.000237018
566	117	0.55	0.000237755
567	117	0.55	0.000238056
568	117	0.55	0.000238564
569	118	0.55	0.000239206
570	118	0.55	0.000239469
571	118	0.55	0.000239646
572	118	0.55	0.000240279
573	119	0.55	0.000240965
574	119	0.55	0.000241791
575	119	0.55	0.000242952
576	119	0.55	0.00024344
577	119	0.55	0.000243926
578	120	0.55	0.000244354
579	120	0.55	0.00024476
580	120	0.55	0.000244761
581	120	0.55	0.00024497
582	120	0.55	0.000245107
583	121	0.55	0.000245569
584	121	0.55	0.00024577
585	121	0.55	0.000245929
586	121	0.55	0.000246245
587	121	0.55	0.000246596
588	122	0.55	0.00024684
589	122	0.55	0.000246989
590	122	0.55	0.000247136
591	122	0.55	0.000247327
592	122	0.55	0.000247454
593	123	0.55	0.000247703
594	123	0.55	0.000247802
595	123	0.55	0.000247922
596	123	0.55	0.000248103
597	123	0.55	0.000248178
598	124	0.55	0.000248419
599	124	0.55	0.000248643
600	124	0.6	0.000270921
601	124	0.6	0.000271195
602	124	0.6	0.00027128
603	125	0.6	0.000272011
604	125	0.6	0.0002723
605	125	0.6	0.000272886
606	125	0.6	0.000273131
607	125	0.6	0.00027335
608	126	0.6	0.000273746
609	126	0.6	0.000274135
610	126	0.6	0.000274505
611	126	0.6	0.000274702
612	126	0.6	0.000275227
613	127	0.6	0.000275148
614	127	0.6	0.000275488
615	127	0.6	0.000275925
616	127	0.6	0.000275796
617	128	0.6	0.0002761
618	128	0.6	0.000276393
619	128	0.6	0.000277421
620	128	0.6	0.000277784
621	128	0.6	0.000277709
622	129	0.6	0.000278242
623	129	0.6	0.000278576
624	129	0.6	0.000278796
625	129	0.6	0.000279036
626	129	0.6	0.000279068
627	130	0.6	0.000279505
628	130	0.6	0.00028035
629	130	0.6	0.000280011
630	130	0.6	0.000280099
631	130	0.6	0.000280003
632	131	0.6	0.000280632
633	131	0.6	0.000280579
634	131	0.6	0.000280678
635	131	0.6	0.000280556
636	131	0.6	0.000280348
637	132	0.6	0.000280771
638	132	0.6	0.000280308
639	132	0.6	0.000280161
640	132	0.6	0.000280056
641	132	0.6	0.000279684
642	133	0.6	0.000279165
643	133	0.6	0.000277881
644	133	0.6	0.000277984
645	133	0.6	0.000277998
646	133	0.6	0.000278035
647	134	0.6	0.000278121
648	134	0.6	0.00027809
649	134	0.6	0.00027824
650	134	0.65	0.000300578
651	134	0.65	0.000300574
652	135	0.65	0.000300755
653	135	0.65	0.000300967
654	135	0.65	0.000300851
655	135	0.65	0.000300867
656	135	0.65	0.000300994
657	136	0.65	0.000301025
658	136	0.65	0.000300988
659	136	0.65	0.000301025
660	136	0.65	0.000301091
661	136	0.65	0.000301194
662	137	0.65	0.000301107
663	137	0.65	0.000301096
664	137	0.65	0.000301178
665	137	0.65	0.000301266
666	137	0.65	0.000301227
667	138	0.65	0.000301302
668	138	0.65	0.000301474
669	138	0.65	0.000301444
670	138	0.65	0.00030153
671	138	0.65	0.000301593
672	139	0.65	0.000301661
673	139	0.65	0.000301573
674	139	0.65	0.000301642
675	139	0.65	0.000301732
676	139	0.65	0.000301755
677	140	0.65	0.000301821
678	140	0.65	0.000301852
679	140	0.65	0.000301927
680	140	0.65	0.000302018
681	140	0.65	0.000302042
682	141	0.65	0.000302262
683	141	0.65	0.000302269
684	141	0.65	0.000302297
685	141	0.65	0.00030233
686	142	0.65	0.00030226
687	142	0.65	0.000302355
688	142	0.65	0.0003025
689	142	0.65	0.000302496
690	142	0.65	0.000302546
691	143	0.65	0.000302465
692	143	0.65	0.000302571
693	143	0.65	0.000302672
694	143	0.65	0.000302517
695	143	0.65	0.000302626
696	144	0.65	0.000302761
697	144	0.65	0.000302808
698	144	0.65	0.000302778
699	144	0.65	0.000302781
700	144	0.7	0.000326955
701	145	0.7	0.000327059
702	145	0.7	0.000327068
703	145	0.7	0.000327142
704	145	0.7	0.000327272
705	145	0.7	0.000327178
706	146	0.7	0.000327218
707	146	0.7	0.00032709
708	146	0.7	0.000327052
709	146	0.7	0.000327096
710	146	0.7	0.000327298
711	147	0.7	0.000327326
712	147	0.7	0.000327435
713	147	0.7	0.000327442
714	147	0.7	0.000327508
715	147	0.7	0.00032747
716	148	0.7	0.000327457
717	148	0.7	0.000327428
718	148	0.7	0.000327406
719	148	0.7	0.000327397
720	148	0.7	0.00032737
721	149	0.7	0.000327407
722	149	0.7	0.000327381
723	149	0.7	0.000327396
724	149	0.7	0.000327506
725	149	0.7	0.000327431
726	150	0.7	0.000327437
727	150	0.7	0.000327513
728	150	0.7	0.00032748
729	150	0.7	0.000327689
730	150	0.7	0.000327966
731	151	0.7	0.000328096
732	151	0.7	0.000328273
733	151	0.7	0.000328265
734	151	0.7	0.000328345
735	151	0.7	0.000328461
736	152	0.7	0.000328315
737	152	0.7	0.000328326
738	152	0.7	0.000328423
739	152	0.7	0.000328317
740	152	0.7	0.000328364
741	153	0.7	0.000328464
742	153	0.7	0.000328376
743	153	0.7	0.000328387
744	153	0.7	0.000328436
745	153	0.7	0.000328448
746	154	0.7	0.000328462
747	154	0.7	0.00032852
748	154	0.7	0.000328641
749	154	0.7	0.000328684
750	154	0.75	0.000351798
751	155	0.75	0.000351783
752	155	0.75	0.000351781
753	155	0.75	0.000351801
754	155	0.75	0.000351875
755	155	0.75	0.000351848
756	156	0.75	0.000351813
757	156	0.75	0.000351813
758	156	0.75	0.000351887
759	156	0.75	0.00035181
760	157	0.75	0.00035176
761	157	0.75	0.000351822
762	157	0.75	0.000351828
763	157	0.75	0.000351884
764	157	0.75	0.00035194
765	158	0.75	0.000352115
766	158	0.75	0.000352065
767	158	0.75	0.000352301
768	158	0.75	0.000352386
769	158	0.75	0.000352425
770	159	0.75	0.000352398
771	159	0.75	0.000352435
772	159	0.75	0.000352514
773	159	0.75	0.000352441
774	159	0.75	0.000352445
775	160	0.75	0.000352615
776	160	0.75	0.000352718
777	160	0.75	0.000352739
778	160	0.75	0.000352726
779	160	0.75	0.00035275
780	161	0.75	0.000352764
781	161	0.75	0.000352801
782	161	0.75	0.00035275
783	161	0.75	0.000352749
784	161	0.75	0.000352797
785	162	0.75	0.000352718
786	162	0.75	0.000352814
787	162	0.75	0.000352793
788	162	0.75	0.000352754
789	162	0.75	0.000352779
790	163	0.75	0.000352821
791	163	0.75	0.000352847
792	163	0.75	0.000352879
793	163	0.75	0.000352929
794	163	0.75	0.000353068
795	164	0.75	0.000353054
796	164	0.75	0.000353104
797	164	0.75	0.000353141
798	164	0.75	0.000353189
799	164	0.75	0.000353089
800	165	0.8	0.000376055
801	165	0.8	0.000376056
802	165	0.8	0.000376096
803	165	0.8	0.00037617
804	165	0.8	0.000376175
805	166	0.8	0.000376141
806	166	0.8	0.000376187
807	166	0.8	0.000376296
808	166	0.8	0.00037642
809	166	0.8	0.000376499
810	167	0.8	0.000376573
811	167	0.8	0.000376456
812	167	0.8	0.000376496
813	167	0.8	0.000376624
814	167	0.8	0.000376679
815	168	0.8	0.000376677
816	168	0.8	0.000376721
817	168	0.8	0.000376728
818	168	0.8	0.000376867
819	168	0.8	0.000376929
820	169	0.8	0.000377129
821	169	0.8	0.00037742
822	169	0.8	0.000377409
823	169	0.8	0.000377497
824	169	0.8	0.00037742
825	170	0.8	0.000377425
826	170	0.8	0.000377574
827	170	0.8	0.000377676
828	170	0.8	0.000377828
829	171	0.8	0.000377782
830	171	0.8	0.00037783
831	171	0.8	0.000377831
832	171	0.8	0.000377927
833	171	0.8	0.000377959
834	172	0.8	0.000377916
835	172	0.8	0.000377954
836	172	0.8	0.00037806
837	172	0.8	0.000378086
838	172	0.8	0.000378191
839	173	0.8	0.000378075
840	173	0.8	0.000378113
841	173	0.8	0.000378143
842	173	0.8	0.000378218
843	173	0.8	0.000378236
844	174	0.8	0.000378342
845	174	0.8	0.000378302
846	174	0.8	0.00037832
847	174	0.8	0.000378285
848	174	0.8	0.000378322
849	175	0.8	0.000378392
850	175	0.85	0.000401366
851	175	0.85	0.000401418
852	175	0.85	0.000401446
853	175	0.85	0.000401405
854	176	0.85	0.000401418
855	176	0.85	0.000401497
856	176	0.85	0.000401351
857	176	0.85	0.000401397
858	176	0.85	0.000401611
859	177	0.85	0.000401579
860	177	0.85	0.000401577
861	177	0.85	0.000401597
862	177	0.85	0.000401584
863	177	0.85	0.000401499
864	178	0.85	0.000401573
865	178	0.85	0.000401646
866	178	0.85	0.00040179
867	178	0.85	0.000401824
868	178	0.85	0.000401951
869	179	0.85	0.000402059
870	179	0.85	0.000402032
871	179	0.85	0.00040217
872	179	0.85	0.000402162
873	179	0.85	0.000402867
874	180	0.85	0.000403211
875	180	0.85	0.000404203
876	180	0.85	0.000404726
877	180	0.85	0.000405049
878	180	0.85	0.000405752
879	181	0.85	0.000406323
880	181	0.85	0.000406493
881	181	0.85	0.00040682
882	181	0.85	0.000407003
883	181	0.85	0.000407023
884	182	0.85	0.000407619
885	182	0.85	0.000407974
886	182	0.85	0.000408358
887	182	0.85	0.000408515
888	182	0.85	0.000408633
889	183	0.85	0.000408984
890	183	0.85	0.000409196
891	183	0.85	0.000409369
892	183	0.85	0.000409499
893	183	0.85	0.000409703
894	184	0.85	0.000409976
895	184	0.85	0.000409985
896	184	0.85	0.000410211
897	184	0.85	0.000410388
898	184	0.85	0.000410559
899	185	0.85	0.000410886
900	185	0.9	0.000434533
901	185	0.9	0.000434612
902	185	0.9	0.000434664
903	186	0.9	0.000434753
904	186	0.9	0.00043479
905	186	0.9	0.000434826
906	186	0.9	0.000434866
907	186	0.9	0.000435015
908	187	0.9	0.000435111
909	187	0.9	0.000435155
910	187	0.9	0.000435186
911	187	0.9	0.000435274
912	187	0.9	0.000435366
913	188	0.9	0.000435335
914	188	0.9	0.000435405
915	188	0.9	0.000435402
916	188	0.9	0.000435451
917	188	0.9	0.000435402
918	189	0.9	0.00043541
919	189	0.9	0.000435302
920	189	0.9	0.000435307
921	189	0.9	0.000435511
922	189	0.9	0.000435447
923	190	0.9	0.000435656
924	190	0.9	0.000435522
925	190	0.9	0.000435491
926	190	0.9	0.000435517
927	190	0.9	0.000435529
928	191	0.9	0.000435598
929	191	0.9	0.000435547
930	191	0.9	0.00043565
931	191	0.9	0.000435677
932	191	0.9	0.000435793
933	192	0.9	0.000435615
934	192	0.9	0.000435795
935	192	0.9	0.000435818
936	192	0.9	0.000435796
937	192	0.9	0.000435954
938	193	0.9	0.000435901
939	193	0.9	0.000435916
940	193	0.9	0.000435923
941	193	0.9	0.000436018
942	193	0.9	0.000436018
943	194	0.9	0.000436095
944	194	0.9	0.000436162
945	194	0.9	0.000436133
946	194	0.9	0.000436134
947	194	0.9	0.000436037
948	195	0.9	0.000436057
949	195	0.9	0.000436134
950	195	0.95	0.00045985
951	195	0.95	0.000459751
952	195	0.95	0.000459701
953	196	0.95	0.000459554
954	196	0.95	0.000459631
955	196	0.95	0.000459609
956	196	0.95	0.000459716
957	196	0.95	0.00045968
