No	Time[sec]	VOLT[V]	CURR[A]
1821	376	3.6	0.00207857
1822	377	3.6	0.00207979
1823	377	3.6	0.00208049
1824	377	3.6	0.00208129
1825	377	3.65	0.00211039
1826	378	3.65	0.00211052
1827	378	3.65	0.00211029
1828	378	3.65	0.00211058
1829	378	3.65	0.00211148
1830	378	3.65	0.00211108
1831	379	3.65	0.00211193
1832	379	3.65	0.00211185
1833	379	3.65	0.0021113
1834	379	3.65	0.00211109
1835	379	3.65	0.0021104
1836	380	3.65	0.00210972
1837	380	3.65	0.00210944
1838	380	3.65	0.00210865
1839	380	3.65	0.00210853
1840	380	3.65	0.00210705
1841	381	3.65	0.00220586
1842	381	3.65	0.00220925
1843	381	3.65	0.00220857
1844	381	3.65	0.00220895
1845	381	3.65	0.00220943
1846	382	3.65	0.0022111
1847	382	3.65	0.00221266
1848	382	3.65	0.00221334
1849	382	3.65	0.00221467
1850	382	3.7	0.00224402
1851	383	3.7	0.00224368
1852	383	3.7	0.00224366
1853	383	3.7	0.00224194
1854	383	3.7	0.00223875
1855	383	3.7	0.00223735
1856	384	3.7	0.00224094
1857	384	3.7	0.00224072
1858	384	3.7	0.00223997
1859	384	3.7	0.00223887
1860	384	3.7	0.00223888
1861	385	3.7	0.00223805
1862	385	3.7	0.00223815
1863	385	3.7	0.00223792
1864	385	3.7	0.00223816
1865	386	3.7	0.00223771
1866	386	3.7	0.00223683
1867	386	3.7	0.00223607
1868	386	3.7	0.00223547
1869	386	3.7	0.00223586
1870	387	3.7	0.0022358
1871	387	3.7	0.00223632
1872	387	3.7	0.00223607
1873	387	3.7	0.00223552
1874	387	3.7	0.00223601
1875	388	3.75	0.00226543
1876	388	3.75	0.00226527
1877	388	3.75	0.00226584
1878	388	3.75	0.00226605
1879	388	3.75	0.00226605
1880	389	3.75	0.00226613
1881	389	3.75	0.00226506
1882	389	3.75	0.00226389
1883	389	3.75	0.00226343
1884	389	3.75	0.00226381
1885	390	3.75	0.00226266
1886	390	3.75	0.00226214
1887	390	3.75	0.00226168
1888	390	3.75	0.002262
1889	390	3.75	0.0022612
1890	391	3.75	0.0022601
1891	391	3.75	0.00226049
1892	391	3.75	0.00225971
1893	391	3.75	0.00225915
1894	392	3.75	0.00225952
1895	392	3.75	0.0022583
1896	392	3.75	0.0022581
1897	392	3.75	0.00225671
1898	392	3.75	0.002255
1899	393	3.75	0.00225444
1900	393	3.8	0.00228639
1901	393	3.8	0.0022851
1902	393	3.8	0.0022852
1903	393	3.8	0.00228467
1904	394	3.8	0.00228433
1905	394	3.8	0.00228402
1906	394	3.8	0.00228476
1907	394	3.8	0.00228403
1908	394	3.8	0.00228337
1909	395	3.8	0.00228139
1910	395	3.8	0.00227912
1911	395	3.8	0.00227736
1912	395	3.8	0.0022752
1913	395	3.8	0.00227255
1914	396	3.8	0.00227167
1915	396	3.8	0.00226919
1916	396	3.8	0.00226613
1917	396	3.8	0.00226505
1918	396	3.8	0.00226475
1919	397	3.8	0.0022627
1920	397	3.8	0.00226318
1921	397	3.8	0.00226335
1922	397	3.8	0.00226426
1923	398	3.8	0.00226479
1924	398	3.8	0.00226543
1925	398	3.85	0.00229391
1926	398	3.85	0.00229374
1927	398	3.85	0.00229248
1928	399	3.85	0.00229073
1929	399	3.85	0.00229146
1930	399	3.85	0.00229108
1931	399	3.85	0.00229099
1932	399	3.85	0.00229079
1933	400	3.85	0.00229189
1934	400	3.85	0.00230372
1935	400	3.85	0.00230518
1936	400	3.85	0.00230361
1937	400	3.85	0.00230177
1938	401	3.85	0.00230154
1939	401	3.85	0.0022994
1940	401	3.85	0.0022969
1941	401	3.85	0.00229513
1942	401	3.85	0.00229926
1943	402	3.85	0.00229647
1944	402	3.85	0.00228876
1945	402	3.85	0.00229994
1946	402	3.85	0.00227425
1947	402	3.85	0.00233402
1948	403	3.85	0.00233576
1949	403	3.85	0.00233599
1950	403	3.9	0.00236658
1951	403	3.9	0.00236737
1952	404	3.9	0.00236829
1953	404	3.9	0.00236799
1954	404	3.9	0.00236801
1955	404	3.9	0.00236768
1956	404	3.9	0.00236695
1957	405	3.9	0.00236707
1958	405	3.9	0.00236617
1959	405	3.9	0.0023648
1960	405	3.9	0.00236228
1961	405	3.9	0.00235652
1962	406	3.9	0.00235215
1963	406	3.9	0.00235063
1964	406	3.9	0.00234035
1965	406	3.9	0.00233397
1966	406	3.9	0.00234682
1967	407	3.9	0.00234661
1968	407	3.9	0.0023468
1969	407	3.9	0.00235231
1970	407	3.9	0.00235321
1971	407	3.9	0.00235463
1972	408	3.9	0.00235338
1973	408	3.9	0.00235449
1974	408	3.9	0.00235511
1975	408	3.95	0.00238665
1976	408	3.95	0.00238841
1977	409	3.95	0.0023904
1978	409	3.95	0.00239148
1979	409	3.95	0.0023934
1980	409	3.95	0.00239451
1981	409	3.95	0.00239458
1982	410	3.95	0.00239549
1983	410	3.95	0.00239502
1984	410	3.95	0.00239595
1985	410	3.95	0.0023955
1986	410	3.95	0.00239591
1987	411	3.95	0.00239541
1988	411	3.95	0.00239502
1989	411	3.95	0.00239437
1990	411	3.95	0.00239105
1991	412	3.95	0.00238686
1992	412	3.95	0.0023808
1993	412	3.95	0.00235095
1994	412	3.95	0.00234668
1995	412	3.95	0.00239371
1996	413	3.95	0.00239775
1997	413	3.95	0.00239912
1998	413	3.95	0.00240052
1999	413	3.95	0.00240194
2000	413	4	0.00243197
2001	414	4	0.00243468
2002	414	4	0.0024351
2003	414	4	0.00243634
2004	414	4	0.00243698
2005	414	4	0.00243665
2006	415	4	0.00243607
2007	415	4	0.00243682
2008	415	4	0.00243716
2009	415	4	0.00243609
2010	415	4	0.00243656
2011	416	4	0.00243591
2012	416	4	0.00243494
2013	416	4	0.0024347
2014	416	4	0.00243386
2015	416	4	0.00243478
2016	417	4	0.00243322
2017	417	4	0.00243265
2018	417	4	0.00243123
2019	417	4	0.00243157
2020	418	4	0.00243196
2021	418	4	0.0024316
2022	418	4	0.00243054
2023	418	4	0.00242913
2024	418	4	0.00242825
2025	419	4.05	0.00245835
2026	419	4.05	0.00245854
2027	419	4.05	0.00245887
2028	419	4.05	0.00245841
2029	419	4.05	0.00245795
2030	420	4.05	0.00245696
2031	420	4.05	0.00245555
2032	420	4.05	0.00245419
2033	420	4.05	0.00245363
2034	420	4.05	0.0024542
2035	421	4.05	0.00245393
2036	421	4.05	0.00245408
2037	421	4.05	0.00245349
2038	421	4.05	0.00245278
2039	421	4.05	0.00245262
2040	422	4.05	0.00245245
2041	422	4.05	0.00245217
2042	422	4.05	0.00245049
2043	422	4.05	0.00245039
2044	422	4.05	0.0024482
2045	423	4.05	0.00244567
2046	423	4.05	0.00244376
2047	423	4.05	0.00244379
2048	423	4.05	0.0024424
2049	423	4.05	0.00244071
2050	424	4.1	0.0024692
2051	424	4.1	0.00246811
2052	424	4.1	0.00246859
2053	424	4.1	0.00246782
2054	424	4.1	0.00246742
2055	425	4.1	0.00246646
2056	425	4.1	0.00246409
2057	425	4.1	0.00246127
2058	425	4.1	0.00245953
2059	425	4.1	0.00246004
2060	426	4.1	0.00246232
2061	426	4.1	0.00246124
2062	426	4.1	0.00246022
2063	426	4.1	0.00245853
2064	427	4.1	0.00245762
2065	427	4.1	0.00245759
2066	427	4.1	0.0024575
2067	427	4.1	0.00245583
2068	427	4.1	0.00245747
2069	428	4.1	0.00245485
2070	428	4.1	0.00245687
2071	428	4.1	0.00245479
2072	428	4.1	0.00245319
2073	428	4.1	0.00245049
2074	429	4.1	0.00244899
2075	429	4.15	0.00247981
2076	429	4.15	0.00247874
2077	429	4.15	0.00247809
2078	429	4.15	0.00247694
2079	430	4.15	0.00247466
2080	430	4.15	0.00247144
2081	430	4.15	0.00247134
2082	430	4.15	0.00246655
2083	430	4.15	0.00246799
2084	431	4.15	0.00246714
2085	431	4.15	0.00246243
2086	431	4.15	0.00246536
2087	431	4.15	0.00246334
2088	431	4.15	0.0024646
2089	432	4.15	0.00246385
2090	432	4.15	0.00246482
2091	432	4.15	0.00246273
2092	432	4.15	0.0024611
2093	433	4.15	0.00246322
2094	433	4.15	0.00246408
2095	433	4.15	0.00246113
2096	433	4.15	0.00246305
2097	433	4.15	0.00246143
2098	434	4.15	0.00245954
2099	434	4.15	0.00245963
2100	434	4.2	0.00249161
2101	434	4.2	0.00248932
2102	434	4.2	0.00248057
2103	435	4.2	0.00248432
2104	435	4.2	0.00248845
2105	435	4.2	0.00248799
2106	435	4.2	0.00249258
2107	435	4.2	0.00248921
2108	436	4.2	0.00249296
2109	436	4.2	0.00249442
2110	436	4.2	0.00249645
2111	436	4.2	0.00249272
2112	436	4.2	0.00249466
2113	437	4.2	0.00249656
2114	437	4.2	0.00249842
2115	437	4.2	0.00249718
2116	437	4.2	0.002496
2117	437	4.2	0.00249335
2118	438	4.2	0.00249306
2119	438	4.2	0.00249361
2120	438	4.2	0.00249073
2121	438	4.2	0.00248584
2122	438	4.2	0.0024865
2123	439	4.2	0.00248548
2124	439	4.2	0.00248753
2125	439	4.25	0.00251878
2126	439	4.25	0.00251883
2127	439	4.25	0.00251958
2128	440	4.25	0.00252125
2129	440	4.25	0.0025166
2130	440	4.25	0.00251586
2131	440	4.25	0.00252097
2132	441	4.25	0.00252136
2133	441	4.25	0.00251698
2134	441	4.25	0.00251684
2135	441	4.25	0.00251212
2136	441	4.25	0.00250955
2137	442	4.25	0.00251325
2138	442	4.25	0.00250998
2139	442	4.25	0.0025114
2140	442	4.25	0.00251
2141	442	4.25	0.0025073
2142	443	4.25	0.00250226
2143	443	4.25	0.00250241
2144	443	4.25	0.00249239
2145	443	4.25	0.00248527
2146	443	4.25	0.00247624
2147	444	4.25	0.002473
2148	444	4.25	0.00245236
2149	444	4.25	0.0025059
2150	444	4.3	0.00253364
2151	444	4.3	0.00252605
2152	445	4.3	0.00252312
2153	445	4.3	0.00252037
2154	445	4.3	0.00249733
2155	445	4.3	0.00249193
2156	445	4.3	0.00248725
2157	446	4.3	0.00249767
2158	446	4.3	0.0025006
2159	446	4.3	0.00251062
2160	446	4.3	0.00248692
2161	446	4.3	0.00248966
2162	447	4.3	0.00251203
2163	447	4.3	0.00248803
2164	447	4.3	0.00249526
2165	447	4.3	0.00249245
2166	448	4.3	0.00252982
2167	448	4.3	0.00254018
2168	448	4.3	0.00254669
2169	448	4.3	0.00254885
2170	448	4.3	0.00253878
2171	449	4.3	0.00249121
2172	449	4.3	0.00254234
2173	449	4.3	0.00252435
2174	449	4.3	0.00253989
2175	449	4.35	0.00256063
2176	450	4.35	0.00252882
2177	450	4.35	0.00254992
2178	450	4.35	0.00257332
2179	450	4.35	0.00257456
2180	450	4.35	0.0026957
2181	451	4.35	0.00269269
2182	451	4.35	0.00269127
2183	451	4.35	0.00268616
2184	451	4.35	0.00267255
2185	451	4.35	0.00269235
2186	452	4.35	0.00270211
2187	452	4.35	0.00270527
2188	452	4.35	0.00270768
2189	452	4.35	0.00270737
2190	452	4.35	0.00270712
2191	453	4.35	0.0027061
2192	453	4.35	0.00270299
2193	453	4.35	0.00269783
2194	453	4.35	0.00266443
2195	453	4.35	0.0027611
2196	454	4.35	0.00278179
2197	454	4.35	0.00278795
2198	454	4.35	0.00279073
2199	454	4.35	0.00279603
2200	454	4.4	0.00283659
2201	455	4.4	0.00283758
2202	455	4.4	0.00283825
2203	455	4.4	0.00283697
2204	455	4.4	0.00283973
2205	455	4.4	0.00284178
2206	456	4.4	0.00284234
2207	456	4.4	0.00284317
2208	456	4.4	0.00284468
2209	456	4.4	0.00284507
2210	457	4.4	0.00284764
2211	457	4.4	0.00284775
2212	457	4.4	0.00284886
2213	457	4.4	0.00284976
2214	457	4.4	0.00284942
2215	458	4.4	0.00284985
2216	458	4.4	0.00285104
2217	458	4.4	0.00285165
2218	458	4.4	0.00285193
2219	458	4.4	0.00285267
2220	459	4.4	0.00285245
2221	459	4.4	0.00285451
2222	459	4.4	0.00285554
2223	459	4.4	0.00285573
2224	459	4.4	0.00285793
2225	460	4.45	0.00289178
2226	460	4.45	0.00289192
2227	460	4.45	0.00289295
2228	460	4.45	0.00289386
2229	460	4.45	0.0028937
2230	461	4.45	0.00289629
2231	461	4.45	0.00289554
2232	461	4.45	0.00289673
2233	461	4.45	0.0028968
2234	461	4.45	0.00289695
2235	462	4.45	0.00289834
2236	462	4.45	0.00289856
2237	462	4.45	0.00289939
2238	462	4.45	0.0029005
2239	462	4.45	0.00290078
2240	463	4.45	0.00290038
2241	463	4.45	0.00290114
2242	463	4.45	0.00290116
2243	463	4.45	0.0029012
2244	463	4.45	0.00290187
2245	464	4.45	0.00290142
2246	464	4.45	0.00290254
2247	464	4.45	0.00290241
2248	464	4.45	0.00290297
2249	465	4.45	0.00290332
2250	465	4.5	0.00293859
2251	465	4.5	0.00293934
2252	465	4.5	0.00293902
2253	465	4.5	0.0029398
2254	466	4.5	0.00293996
2255	466	4.5	0.00294104
2256	466	4.5	0.00294284
2257	466	4.5	0.00294338
2258	466	4.5	0.0029437
2259	467	4.5	0.00294349
2260	467	4.5	0.00294419
2261	467	4.5	0.0029439
2262	467	4.5	0.00294491
2263	467	4.5	0.00294587
2264	468	4.5	0.00294608
2265	468	4.5	0.00294545
2266	468	4.5	0.00294557
2267	468	4.5	0.00294673
2268	468	4.5	0.00294657
2269	469	4.5	0.00294736
2270	469	4.5	0.00294781
2271	469	4.5	0.00294766
2272	469	4.5	0.0029481
2273	469	4.5	0.00294791
2274	470	4.5	0.00294855
2275	470	4.55	0.00298188
2276	470	4.55	0.00298089
2277	470	4.55	0.00298105
2278	471	4.55	0.00298099
2279	471	4.55	0.00298047
2280	471	4.55	0.00298074
2281	471	4.55	0.00298107
2282	471	4.55	0.00298188
2283	472	4.55	0.00298178
2284	472	4.55	0.00298016
2285	472	4.55	0.00298059
2286	472	4.55	0.00298105
2287	472	4.55	0.00297986
2288	473	4.55	0.00297991
2289	473	4.55	0.00297879
2290	473	4.55	0.00297822
2291	473	4.55	0.00297759
2292	473	4.55	0.00297769
2293	474	4.55	0.00297846
2294	474	4.55	0.00297925
2295	474	4.55	0.00297833
2296	474	4.55	0.00297827
2297	474	4.55	0.00297891
2298	475	4.55	0.0029798
2299	475	4.55	0.00297812
2300	475	4.6	0.0030124
2301	475	4.6	0.00301081
2302	475	4.6	0.00301117
2303	476	4.6	0.00300939
2304	476	4.6	0.00301098
2305	476	4.6	0.00301066
2306	476	4.6	0.00300979
2307	477	4.6	0.00300985
2308	477	4.6	0.00300985
2309	477	4.6	0.0030072
2310	477	4.6	0.00300698
2311	477	4.6	0.00300708
2312	478	4.6	0.00300961
2313	478	4.6	0.00300789
2314	478	4.6	0.0030074
2315	478	4.6	0.00300638
2316	478	4.6	0.00300673
2317	479	4.6	0.00300542
2318	479	4.6	0.00300496
2319	479	4.6	0.00300445
2320	479	4.6	0.00300566
2321	479	4.6	0.00300526
2322	480	4.6	0.00300519
2323	480	4.6	0.00300334
2324	480	4.6	0.00299968
2325	480	4.65	0.00303564
2326	480	4.65	0.00303615
2327	481	4.65	0.00303664
2328	481	4.65	0.00303642
2329	481	4.65	0.0030348
2330	481	4.65	0.00303533
2331	481	4.65	0.00303478
2332	482	4.65	0.003032
2333	482	4.65	0.00303132
2334	482	4.65	0.00303279
2335	482	4.65	0.0030351
2336	482	4.65	0.00303363
2337	483	4.65	0.00303303
2338	483	4.65	0.00303317
2339	483	4.65	0.00303339
2340	483	4.65	0.00303432
2341	483	4.65	0.00303404
2342	484	4.65	0.00303135
2343	484	4.65	0.00302919
2344	484	4.65	0.00302743
2345	484	4.65	0.00302776
2346	485	4.65	0.00301716
2347	485	4.65	0.00301937
2348	485	4.65	0.0030212
2349	485	4.65	0.00302161
2350	485	4.7	0.00305445
2351	486	4.7	0.00305474
2352	486	4.7	0.0030552
2353	486	4.7	0.00305477
2354	486	4.7	0.00305319
2355	486	4.7	0.00305084
2356	487	4.7	0.00305332
2357	487	4.7	0.00305328
2358	487	4.7	0.00305326
2359	487	4.7	0.00305291
2360	487	4.7	0.00305099
2361	488	4.7	0.00305211
2362	488	4.7	0.00305334
2363	488	4.7	0.00305311
2364	488	4.7	0.00305144
2365	488	4.7	0.00304787
2366	489	4.7	0.00305075
2367	489	4.7	0.00305211
2368	489	4.7	0.00305351
2369	489	4.7	0.00305208
2370	489	4.7	0.00305263
2371	490	4.7	0.00305178
2372	490	4.7	0.00305282
2373	490	4.7	0.00305211
2374	490	4.7	0.00305145
2375	490	4.75	0.00308375
2376	491	4.75	0.00308249
2377	491	4.75	0.00308071
2378	491	4.75	0.00308127
2379	491	4.75	0.00308117
2380	491	4.75	0.00307984
2381	492	4.75	0.00308103
2382	492	4.75	0.00308307
2383	492	4.75	0.00308077
2384	492	4.75	0.00308144
2385	492	4.75	0.00308267
2386	493	4.75	0.00308355
2387	493	4.75	0.00308289
2388	493	4.75	0.00308139
2389	493	4.75	0.00308293
2390	493	4.75	0.00308355
2391	494	4.75	0.00308334
2392	494	4.75	0.00308559
2393	494	4.75	0.00308559
2394	494	4.75	0.00308671
2395	495	4.75	0.00308654
2396	495	4.75	0.00308544
2397	495	4.75	0.00308577
2398	495	4.75	0.00308513
2399	495	4.75	0.00308602
2400	496	4.8	0.00311914
2401	496	4.8	0.00311864
2402	496	4.8	0.00311751
2403	496	4.8	0.00311453
2404	496	4.8	0.00311461
2405	497	4.8	0.00311583
2406	497	4.8	0.00311424
2407	497	4.8	0.00311395
2408	497	4.8	0.00311471
2409	497	4.8	0.0031147
2410	498	4.8	0.00311408
2411	498	4.8	0.00311516
2412	498	4.8	0.00311396
2413	498	4.8	0.0031142
2414	498	4.8	0.00311597
2415	499	4.8	0.00311556
2416	499	4.8	0.00311488
2417	499	4.8	0.00311526
2418	499	4.8	0.00311498
2419	499	4.8	0.00311435
2420	500	4.8	0.00311434
2421	500	4.8	0.00311246
2422	500	4.8	0.00311376
2423	500	4.8	0.00311447
2424	501	4.8	0.0031131
2425	501	4.85	0.00314727
2426	501	4.85	0.00314658
2427	501	4.85	0.0031458
2428	501	4.85	0.00314519
2429	502	4.85	0.00314409
2430	502	4.85	0.00314456
2431	502	4.85	0.00314412
2432	502	4.85	0.00314243
2433	502	4.85	0.00314313
2434	503	4.85	0.00314272
2435	503	4.85	0.00314478
2436	503	4.85	0.00314464
2437	503	4.85	0.00314197
2438	503	4.85	0.00314318
2439	504	4.85	0.00314074
2440	504	4.85	0.00313945
2441	504	4.85	0.0031373
2442	504	4.85	0.00313131
2443	504	4.85	0.00313731
2444	505	4.85	0.00313461
2445	505	4.85	0.00313386
2446	505	4.85	0.00313304
2447	505	4.85	0.00312948
2448	505	4.85	0.00312959
2449	506	4.85	0.00312877
2450	506	4.9	0.0031592
2451	506	4.9	0.00316225
2452	506	4.9	0.00315621
2453	507	4.9	0.00315446
2454	507	4.9	0.00315219
2455	507	4.9	0.00315118
2456	507	4.9	0.0031504
2457	507	4.9	0.00314999
2458	508	4.9	0.00314789
2459	508	4.9	0.00314668
2460	508	4.9	0.00314392
2461	508	4.9	0.00314431
2462	508	4.9	0.00314008
2463	509	4.9	0.00314249
2464	509	4.9	0.0031425
2465	509	4.9	0.00314022
2466	509	4.9	0.0031386
2467	509	4.9	0.00313929
2468	510	4.9	0.0031385
2469	510	4.9	0.00313678
2470	510	4.9	0.00313406
2471	510	4.9	0.00313076
2472	510	4.9	0.00313152
2473	511	4.9	0.00312871
2474	511	4.9	0.00312853
2475	511	4.95	0.00316128
2476	511	4.95	0.0031587
2477	512	4.95	0.0031589
2478	512	4.95	0.00315762
2479	512	4.95	0.00315856
2480	512	4.95	0.00315658
2481	512	4.95	0.00315783
2482	513	4.95	0.00315543
2483	513	4.95	0.00315599
2484	513	4.95	0.00315533
2485	513	4.95	0.00315427
2486	513	4.95	0.00315384
2487	514	4.95	0.00315538
2488	514	4.95	0.00315574
2489	514	4.95	0.00315276
2490	514	4.95	0.0031532
2491	514	4.95	0.00315343
2492	515	4.95	0.00315537
2493	515	4.95	0.00315423
2494	515	4.95	0.0031556
2495	515	4.95	0.0031557
2496	515	4.95	0.00315763
2497	516	4.95	0.00315999
2498	516	4.95	0.00316463
2499	516	4.95	0.00316851
2500	516	5	0.00320274
2501	517	5	0.00320572
2502	517	5	0.00320835
2503	517	5	0.00321075
2504	517	5	0.00321331
2505	517	5	0.0032129
2506	518	5	0.00321145
2507	518	5	0.00321399
2508	518	5	0.0032217
2509	518	5	0.003222
2510	518	5	0.00322237
2511	519	5	0.00322266
2512	519	5	0.00322443
2513	519	5	0.00322427
2514	519	5	0.00322572
2515	519	5	0.00322592
2516	520	5	0.00322707
2517	520	5	0.0032243
2518	520	5	0.00322426
2519	520	5	0.00322698
2520	520	5	0.00322817
2521	521	5	0.00322924
2522	521	5	0.00322855
2523	521	5	0.00323279
2524	521	5	0.00323345
2525	521	4.95	0.00320139
2526	522	4.95	0.00320018
2527	522	4.95	0.00319967
2528	522	4.95	0.00320189
2529	522	4.95	0.00320383
2530	522	4.95	0.00320381
2531	523	4.95	0.00320435
2532	523	4.95	0.00320476
2533	523	4.95	0.00320515
2534	523	4.95	0.00320516
2535	523	4.95	0.00320686
2536	524	4.95	0.00320731
2537	524	4.95	0.00320564
2538	524	4.95	0.00320684
2539	524	4.95	0.00320595
2540	525	4.95	0.00320682
2541	525	4.95	0.00320684
2542	525	4.95	0.00320539
2543	525	4.95	0.00320496
2544	525	4.95	0.00321004
2545	526	4.95	0.00321044
2546	526	4.95	0.00321017
2547	526	4.95	0.00320925
2548	526	4.95	0.0032117
2549	526	4.95	0.0032106
2550	527	4.9	0.00317772
2551	527	4.9	0.00317783
2552	527	4.9	0.00317896
2553	527	4.9	0.00317671
2554	527	4.9	0.00317527
2555	528	4.9	0.00317835
2556	528	4.9	0.00317865
2557	528	4.9	0.0031781
2558	528	4.9	0.00317691
2559	528	4.9	0.00317651
2560	529	4.9	0.00317827
2561	529	4.9	0.00317782
2562	529	4.9	0.00317676
2563	529	4.9	0.00317786
2564	530	4.9	0.00317593
2565	530	4.9	0.00317528
2566	530	4.9	0.00317605
2567	530	4.9	0.0031775
2568	530	4.9	0.00317739
2569	531	4.9	0.00317799
2570	531	4.9	0.00317892
2571	531	4.9	0.00317841
2572	531	4.9	0.00317754
2573	531	4.9	0.00317468
2574	532	4.9	0.00317306
2575	532	4.85	0.00314144
2576	532	4.85	0.00314106
2577	532	4.85	0.00314127
2578	532	4.85	0.00313992
2579	533	4.85	0.00314148
2580	533	4.85	0.00314183
2581	533	4.85	0.00314324
2582	533	4.85	0.00314111
2583	533	4.85	0.00314224
2584	534	4.85	0.00314189
2585	534	4.85	0.00314203
2586	534	4.85	0.00314074
2587	534	4.85	0.00314117
2588	534	4.85	0.00314099
2589	535	4.85	0.00314171
2590	535	4.85	0.00314107
2591	535	4.85	0.00314066
2592	535	4.85	0.00314039
2593	535	4.85	0.00314087
2594	536	4.85	0.00313798
2595	536	4.85	0.00313942
2596	536	4.85	0.00313941
2597	536	4.85	0.00313971
2598	537	4.85	0.00313991
2599	537	4.85	0.00314128
2600	537	4.8	0.00310715
2601	537	4.8	0.00310634
2602	537	4.8	0.0031073
2603	538	4.8	0.00310708
2604	538	4.8	0.00310731
2605	538	4.8	0.00311064
2606	538	4.8	0.00311189
2607	538	4.8	0.00311208
2608	539	4.8	0.00311425
2609	539	4.8	0.00311558
2610	539	4.8	0.00311404
2611	539	4.8	0.00311482
2612	539	4.8	0.00311576
2613	540	4.8	0.00311737
2614	540	4.8	0.00311788
2615	540	4.8	0.00311888
2616	540	4.8	0.00311906
2617	540	4.8	0.00311953
2618	541	4.8	0.00312041
2619	541	4.8	0.00312079
2620	541	4.8	0.00312115
2621	541	4.8	0.00312105
2622	541	4.8	0.00311925
2623	542	4.8	0.0031197
2624	542	4.8	0.00312038
2625	542	4.75	0.00308823
2626	542	4.75	0.00308993
2627	542	4.75	0.00309063
2628	543	4.75	0.00309087
2629	543	4.75	0.00309177
2630	543	4.75	0.00309298
2631	543	4.75	0.00309299
2632	543	4.75	0.00309292
2633	544	4.75	0.00309314
2634	544	4.75	0.00309291
2635	544	4.75	0.00309315
2636	544	4.75	0.00309314
2637	544	4.75	0.00309243
2638	545	4.75	0.00309077
2639	545	4.75	0.00309095
2640	545	4.75	0.00308973
2641	545	4.75	0.00308965
2642	546	4.75	0.00308914
2643	546	4.75	0.00308928
2644	546	4.75	0.00308935
2645	546	4.75	0.00308854
2646	546	4.75	0.00308863
2647	547	4.75	0.00308778
2648	547	4.75	0.00308778
2649	547	4.75	0.00308739
2650	547	4.7	0.00305398
2651	547	4.7	0.00305356
2652	548	4.7	0.00305198
2653	548	4.7	0.00305158
2654	548	4.7	0.00305131
2655	548	4.7	0.00305013
2656	548	4.7	0.00305058
2657	549	4.7	0.00305072
2658	549	4.7	0.00305019
2659	549	4.7	0.00305002
2660	549	4.7	0.00305043
2661	549	4.7	0.00305082
2662	550	4.7	0.00304969
2663	550	4.7	0.00305004
2664	550	4.7	0.00304882
2665	550	4.7	0.00304777
2666	551	4.7	0.00304637
2667	551	4.7	0.00304735
2668	551	4.7	0.00304566
2669	551	4.7	0.00304509
2670	551	4.7	0.00304492
2671	552	4.7	0.00304491
2672	552	4.7	0.00304313
2673	552	4.7	0.00304254
2674	552	4.7	0.00304317
2675	552	4.65	0.00301017
2676	553	4.65	0.00300813
2677	553	4.65	0.00300687
2678	553	4.65	0.00300612
2679	553	4.65	0.00300369
2680	553	4.65	0.00300237
2681	554	4.65	0.00299993
2682	554	4.65	0.00299954
2683	554	4.65	0.00299537
2684	554	4.65	0.00299434
2685	554	4.65	0.00299169
2686	555	4.65	0.00298948
2687	555	4.65	0.00298768
2688	555	4.65	0.00298851
2689	555	4.65	0.00298823
2690	555	4.65	0.00298881
2691	556	4.65	0.00299053
2692	556	4.65	0.00299026
2693	556	4.65	0.00298962
2694	556	4.65	0.0029891
2695	557	4.65	0.00298889
2696	557	4.65	0.00298801
2697	557	4.65	0.00298813
2698	557	4.65	0.0029871
2699	557	4.65	0.00298671
2700	558	4.6	0.0029537
2701	558	4.6	0.00295166
2702	558	4.6	0.00294997
2703	558	4.6	0.00294941
2704	558	4.6	0.00295044
2705	559	4.6	0.00294995
2706	559	4.6	0.00295035
2707	559	4.6	0.00294945
2708	559	4.6	0.00294886
2709	559	4.6	0.00294793
2710	560	4.6	0.00294567
2711	560	4.6	0.00294338
2712	560	4.6	0.00294225
2713	560	4.6	0.00294045
2714	560	4.6	0.00294104
2715	561	4.6	0.00293851
2716	561	4.6	0.00293464
2717	561	4.6	0.00293379
2718	561	4.6	0.00293039
2719	561	4.6	0.00292541
2720	562	4.6	0.00292294
2721	562	4.6	0.0029184
2722	562	4.6	0.00291191
2723	562	4.6	0.00290882
2724	562	4.6	0.00290295
2725	563	4.55	0.00287439
2726	563	4.55	0.00287557
2727	563	4.55	0.00287616
2728	563	4.55	0.00287956
2729	563	4.55	0.00288356
2730	564	4.55	0.00288772
2731	564	4.55	0.00288666
2732	564	4.55	0.00288412
2733	564	4.55	0.00288289
2734	564	4.55	0.00288494
2735	565	4.55	0.00288723
2736	565	4.55	0.00288965
2737	565	4.55	0.00289315
2738	565	4.55	0.002902
2739	566	4.55	0.00290683
2740	566	4.55	0.00290931
2741	566	4.55	0.00290899
2742	566	4.55	0.00290978
2743	566	4.55	0.00291558
2744	567	4.55	0.00291856
2745	567	4.55	0.00292194
2746	567	4.55	0.00292372
2747	567	4.55	0.00292592
2748	567	4.55	0.00292654
2749	568	4.55	0.00292914
2750	568	4.5	0.00289816
2751	568	4.5	0.00289982
2752	568	4.5	0.00290012
2753	568	4.5	0.00290074
2754	569	4.5	0.00290174
2755	569	4.5	0.00290232
2756	569	4.5	0.00290169
2757	569	4.5	0.00290142
2758	569	4.5	0.00290253
